3.19562e-06	4.76507e-07	3.65137e-07	2.39356e-07	2.01325e-07	1.58974e-07	1.28401e-07	7.95374e-08	5.90925e-08	4.99093e-08	2.58616e-08	2.0785e-08	2.04575e-08	2.14275e-08	1.11106e-08	8.12506e-09	3.66573e-09
3.24495e-06	4.84366e-07	3.74962e-07	2.51587e-07	2.08942e-07	1.65075e-07	1.29863e-07	8.07423e-08	5.99677e-08	4.73569e-08	2.34958e-08	1.70832e-08	1.99683e-08	2.04218e-08	9.28492e-09	7.60935e-09	2.40627e-09
3.23348e-06	5.2075e-07	3.93076e-07	2.72734e-07	2.27896e-07	1.84783e-07	1.41369e-07	9.11382e-08	6.76544e-08	5.65046e-08	3.50745e-08	2.76161e-08	2.46554e-08	2.33578e-08	1.52317e-08	1.22332e-08	8.78121e-09
3.21233e-06	5.61861e-07	4.14075e-07	2.81182e-07	2.32084e-07	1.92133e-07	1.46374e-07	9.47815e-08	7.23807e-08	6.02479e-08	3.69778e-08	2.9872e-08	2.79822e-08	2.8083e-08	1.68195e-08	1.34178e-08	7.63493e-09
3.27491e-06	6.58919e-07	4.63527e-07	3.13944e-07	2.52022e-07	2.0159e-07	1.51107e-07	9.29272e-08	6.59284e-08	5.46527e-08	2.97327e-08	2.19089e-08	1.85829e-08	1.84065e-08	7.156e-09	5.63157e-09	-2.14176e-10
3.49879e-06	8.11294e-07	5.53369e-07	3.72587e-07	2.91665e-07	2.29439e-07	1.70022e-07	1.06763e-07	7.69289e-08	6.31961e-08	3.62218e-08	2.90153e-08	2.67979e-08	2.50844e-08	1.3821e-08	6.27425e-09	-2.74656e-09
3.76629e-06	9.70618e-07	6.53185e-07	4.40833e-07	3.40868e-07	2.67576e-07	1.94247e-07	1.18247e-07	8.37617e-08	6.77225e-08	3.88822e-08	3.06295e-08	2.88403e-08	2.2969e-08	1.31665e-08	7.68572e-09	2.6333e-09
3.88684e-06	1.0619e-06	7.16617e-07	4.85485e-07	3.73523e-07	2.89419e-07	2.05504e-07	1.21148e-07	8.13069e-08	6.36419e-08	3.2495e-08	2.16969e-08	1.79044e-08	1.73374e-08	9.37429e-09	5.97233e-09	1.38598e-09
3.94904e-06	1.10403e-06	7.68964e-07	5.16709e-07	3.9942e-07	3.11555e-07	2.24698e-07	1.31439e-07	8.68826e-08	6.73135e-08	3.32283e-08	2.35257e-08	1.59778e-08	1.68977e-08	3.71724e-09	1.05847e-09	-4.48589e-09
4.02469e-06	1.15381e-06	8.23937e-07	5.62741e-07	4.45488e-07	3.52995e-07	2.58802e-07	1.5609e-07	1.05043e-07	8.40999e-08	4.30328e-08	2.8781e-08	2.27198e-08	2.34633e-08	8.11512e-09	2.04138e-09	-1.04211e-08
4.20069e-06	1.23468e-06	8.81993e-07	6.13546e-07	4.89642e-07	3.91293e-07	2.88823e-07	1.77596e-07	1.24156e-07	9.65474e-08	5.39189e-08	3.79914e-08	3.04561e-08	2.60711e-08	8.95917e-09	3.37702e-09	-7.22026e-09
4.50033e-06	1.34126e-06	9.47542e-07	6.61987e-07	5.28731e-07	4.24267e-07	3.12596e-07	1.93755e-07	1.34252e-07	1.03279e-07	5.92001e-08	4.03992e-08	3.34938e-08	3.03183e-08	1.75408e-08	6.99362e-09	-2.63363e-09
4.79582e-06	1.47426e-06	1.00854e-06	7.18572e-07	5.72219e-07	4.63116e-07	3.39029e-07	2.10394e-07	1.44778e-07	1.10124e-07	6.68254e-08	4.53778e-08	3.58637e-08	3.20455e-08	1.49201e-08	8.89662e-09	-8.56898e-10
5.12227e-06	1.55769e-06	1.07637e-06	7.61468e-07	6.13066e-07	4.94001e-07	3.63242e-07	2.26888e-07	1.58206e-07	1.20312e-07	7.15546e-08	4.81147e-08	3.51094e-08	3.0623e-08	1.23752e-08	7.24619e-09	-7.18318e-10
5.35863e-06	1.65653e-06	1.14253e-06	8.11599e-07	6.52939e-07	5.2683e-07	3.89984e-07	2.43964e-07	1.6917e-07	1.27949e-07	7.97585e-08	5.3395e-08	4.03645e-08	3.6483e-08	1.84242e-08	1.32322e-08	3.76802e-09
5.57703e-06	1.75659e-06	1.20248e-06	8.61836e-07	6.91599e-07	5.60128e-07	4.1129e-07	2.56894e-07	1.75946e-07	1.31749e-07	8.01406e-08	5.45193e-08	4.11479e-08	3.6258e-08	1.80975e-08	1.26783e-08	3.7304e-09
5.74239e-06	1.83438e-06	1.27703e-06	9.20311e-07	7.43717e-07	6.01681e-07	4.4132e-07	2.7641e-07	1.88012e-07	1.40146e-07	8.69231e-08	6.10365e-08	4.4955e-08	3.7305e-08	1.83878e-08	1.14309e-08	2.74746e-09
5.9e-06	1.93287e-06	1.36071e-06	9.91744e-07	8.0184e-07	6.50567e-07	4.76783e-07	2.98286e-07	2.04298e-07	1.52029e-07	9.29796e-08	6.13814e-08	4.65843e-08	3.85682e-08	2.05067e-08	1.30955e-08	3.69297e-09
