4.09544e-06	3.66861e-07	3.19713e-07	1.75184e-07	1.66717e-07	1.23727e-07	9.51517e-08	5.18975e-08	3.09445e-08	2.13058e-08	4.33424e-09	1.95293e-09	1.63794e-10	7.38333e-09	4.22084e-09	5.74539e-09	3.08689e-09
4.06894e-06	4.3359e-07	3.37848e-07	1.8725e-07	1.7179e-07	1.28222e-07	9.83495e-08	5.29167e-08	3.28336e-08	2.56268e-08	8.0383e-09	4.29633e-09	4.8633e-09	1.08353e-08	6.79098e-09	6.32481e-09	2.11667e-09
3.99399e-06	4.77599e-07	3.51228e-07	1.98538e-07	1.77183e-07	1.31183e-07	9.92566e-08	5.34207e-08	3.46101e-08	2.63576e-08	7.84931e-09	4.95149e-09	3.52778e-09	8.58007e-09	3.83016e-09	3.90576e-09	-4.66171e-10
3.91631e-06	4.99282e-07	3.57751e-07	2.02248e-07	1.75663e-07	1.29107e-07	9.63613e-08	4.99446e-08	2.95207e-08	2.10412e-08	3.83026e-09	-1.25995e-11	-6.92974e-10	4.46024e-09	1.39855e-09	2.98609e-09	2.30572e-09
3.85841e-06	5.30149e-07	3.75031e-07	2.1209e-07	1.79131e-07	1.32629e-07	9.79313e-08	4.97279e-08	2.77806e-08	1.87724e-08	2.11662e-09	-1.52447e-09	-2.2426e-09	2.21741e-09	-2.93554e-09	-1.1213e-09	-4.18284e-09
3.81572e-06	5.93396e-07	3.91876e-07	2.25205e-07	1.8184e-07	1.35955e-07	9.90778e-08	5.07736e-08	2.78184e-08	2.04984e-08	2.35599e-09	-7.30736e-10	-2.01582e-09	4.5734e-09	-1.49927e-09	1.20949e-09	-6.76561e-09
3.93514e-06	6.51363e-07	4.33579e-07	2.49093e-07	2.01393e-07	1.47936e-07	1.07847e-07	5.72368e-08	3.56171e-08	2.63947e-08	8.25228e-09	4.18284e-09	4.51041e-09	1.01169e-08	4.74979e-09	5.87109e-09	1.71345e-09
4.01315e-06	6.74742e-07	4.49026e-07	2.52324e-07	2.02018e-07	1.45035e-07	1.06647e-07	5.17298e-08	3.0224e-08	2.1216e-08	2.02837e-09	-1.05828e-09	6.29929e-11	7.1182e-09	2.26775e-09	3.77958e-10	-2.41893e-09
3.91374e-06	6.94119e-07	4.55363e-07	2.48784e-07	1.96021e-07	1.41079e-07	1.03384e-07	5.1314e-08	3.0539e-08	2.29672e-08	1.94018e-09	-1.43624e-09	-1.56222e-09	6.14811e-09	1.02049e-09	1.8142e-09	-3.11185e-09
3.78116e-06	7.31638e-07	4.7265e-07	2.66673e-07	2.07828e-07	1.52385e-07	1.10093e-07	5.84797e-08	3.62821e-08	3.02351e-08	8.52881e-09	3.82978e-09	3.02351e-09	1.04563e-08	5.64388e-09	4.44708e-09	1.96528e-09
3.80678e-06	7.42945e-07	4.77071e-07	2.69313e-07	2.08703e-07	1.54404e-07	1.0992e-07	6.03205e-08	3.56531e-08	2.82453e-08	6.76527e-09	4.09444e-09	4.59837e-09	1.06203e-08	5.64402e-09	3.79208e-09	-4.59837e-09
3.88116e-06	7.46038e-07	4.81053e-07	2.76928e-07	2.15715e-07	1.59238e-07	1.1449e-07	6.28512e-08	3.92678e-08	3.07516e-08	1.14641e-08	8.36504e-09	8.44063e-09	1.3316e-08	7.94931e-09	8.36504e-09	1.66293e-09
3.9093e-06	7.51575e-07	4.78156e-07	2.7842e-07	2.19778e-07	1.62358e-07	1.13379e-07	6.08592e-08	3.68733e-08	2.77526e-08	9.12069e-09	6.82792e-09	5.44218e-09	1.07836e-08	6.34921e-09	7.42001e-09	3.89267e-09
3.90536e-06	7.4527e-07	4.80802e-07	2.78136e-07	2.19319e-07	1.59684e-07	1.12179e-07	5.90058e-08	3.50583e-08	2.56733e-08	7.47021e-09	4.6862e-09	5.35386e-09	1.12116e-08	7.78514e-09	9.10786e-09	5.65619e-09
