4.11065e-06	1.45049e-06	9.26302e-07	6.16683e-07	4.84933e-07	3.71573e-07	2.51504e-07	1.51449e-07	1.06399e-07	7.32825e-08	5.235e-08	3.4942e-08	2.17254e-08	1.12781e-08	3.87685e-09	-3.9272e-09	-4.50621e-09
3.99196e-06	1.44921e-06	9.27095e-07	6.16016e-07	4.85802e-07	3.69144e-07	2.52297e-07	1.54621e-07	1.10163e-07	7.75999e-08	5.49178e-08	3.77867e-08	2.48597e-08	1.41606e-08	1.17564e-08	2.46708e-09	-7.12434e-09
4.05774e-06	1.48696e-06	9.44011e-07	6.25623e-07	4.85524e-07	3.6977e-07	2.47281e-07	1.47336e-07	1.0289e-07	7.24787e-08	4.98842e-08	3.17456e-08	1.74463e-08	7.86718e-09	-3.27275e-10	-8.37068e-09	-1.47274e-08
4.20946e-06	1.55755e-06	9.67134e-07	6.34384e-07	4.84744e-07	3.65968e-07	2.44147e-07	1.43837e-07	9.99824e-08	7.25543e-08	4.78198e-08	3.23876e-08	1.91833e-08	1.0221e-08	3.41121e-09	-1.52309e-09	7.93011e-10
4.41655e-06	1.6533e-06	9.90056e-07	6.3449e-07	4.79962e-07	3.62098e-07	2.41227e-07	1.47216e-07	1.06674e-07	7.35575e-08	5.25753e-08	3.57718e-08	2.35122e-08	1.2675e-08	4.0152e-09	-7.0864e-09	-7.91713e-09
4.56369e-06	1.69259e-06	9.64478e-07	5.97603e-07	4.45874e-07	3.33921e-07	2.23415e-07	1.35731e-07	9.4746e-08	6.59081e-08	4.9431e-08	3.51065e-08	2.26826e-08	1.547e-08	8.50914e-09	-1.43497e-09	-3.61261e-09
4.61297e-06	1.68885e-06	9.2493e-07	5.64522e-07	4.22425e-07	3.22093e-07	2.21446e-07	1.39592e-07	1.01818e-07	7.25398e-08	5.29794e-08	3.81014e-08	2.56778e-08	1.75339e-08	1.14543e-08	1.28389e-09	5.75233e-09
4.44151e-06	1.59187e-06	8.61473e-07	5.20227e-07	3.89251e-07	2.94399e-07	2.00919e-07	1.28206e-07	8.82945e-08	6.06545e-08	3.80113e-08	2.2039e-08	1.02077e-08	5.16048e-10	-8.26935e-09	-1.9484e-08	-1.18439e-08
4.07994e-06	1.45436e-06	8.23553e-07	5.15356e-07	3.94469e-07	3.02306e-07	2.14183e-07	1.34544e-07	9.80666e-08	7.03623e-08	4.95808e-08	3.37588e-08	2.27324e-08	1.74332e-08	6.87259e-09	-1.38459e-10	3.17197e-09
3.62903e-06	1.26417e-06	7.73663e-07	4.98804e-07	3.90444e-07	3.02626e-07	2.10918e-07	1.36819e-07	9.98011e-08	7.22485e-08	5.18452e-08	3.56208e-08	2.49094e-08	1.5721e-08	8.50871e-09	2.3915e-10	-2.102e-09
